mi,di,type
103,150,4
103,152,2
103,153,3
103,154,2
103,155,3
103,156,2
103,158,3
103,168,3
103,168,4
103,169,2
103,169,0
103,169,4
103,172,2
103,172,4
103,173,2
103,173,4
103,174,0
103,175,2
103,178,2
103,179,3
103,182,4
103,185,3
103,186,2
103,186,0
103,186,4
103,190,2
103,192,3
103,196,0
103,205,4
103,206,2
103,206,0
103,206,3
103,206,4
103,210,3
103,212,4
103,216,4
103,217,0
103,217,3
103,217,4
103,218,2
103,229,2
103,232,0
103,234,4
103,241,2
103,241,3
103,257,4
103,261,0
103,261,3
103,261,4
103,262,3
104,8,4
104,31,2
104,31,3
104,31,4
104,34,4
104,46,3
104,46,4
104,75,4
104,76,1
104,92,1
104,102,4
104,103,1
104,108,4
104,113,4
104,114,3
104,157,3
104,169,4
104,172,2
104,186,0
104,206,2
104,227,4
104,229,2
104,236,2
104,254,2
104,257,4
105,31,3
105,46,4
105,76,4
105,187,4
105,218,4
105,232,3
106,4,4
106,8,4
106,13,2
106,13,3
106,28,4
106,29,2
106,31,3
106,31,4
106,36,1
106,46,1
106,46,3
106,49,0
106,49,3
106,75,4
106,76,2
106,76,3
106,80,2
106,83,2
106,93,3
106,102,3
106,102,4
106,119,4
106,121,4
106,167,2
106,169,4
106,186,4
106,191,2
106,206,2
106,206,3
106,206,4
106,216,2
106,216,3
106,217,0
106,217,3
106,218,2
106,218,3
106,218,4
106,224,4
106,226,2
106,229,4
106,232,4
106,235,4
106,256,3
106,258,2
107,31,2
107,31,4
107,76,3
107,84,3
107,101,2
108,3,2
108,7,0
108,7,4
108,10,3
108,19,4
108,26,4
108,31,3
108,33,4
108,46,2
108,46,0
108,46,3
108,46,4
108,48,4
108,49,4
108,53,4
108,59,2
108,65,2
108,68,2
108,68,3
108,70,2
108,71,4
108,75,3
108,75,4
108,76,4
108,80,3
108,80,4
108,83,4
108,84,4
108,97,3
108,97,4
108,102,2
108,102,4
108,114,2
108,114,4
108,118,4
108,120,3
108,131,3
108,140,2
108,140,4
108,144,4
108,145,2
108,146,3
108,147,4
108,163,2
108,166,2
108,166,0
108,169,3
108,169,4
108,190,3
108,193,4
108,197,2
108,206,3
108,206,4
108,207,2
108,210,3
108,216,3
108,217,4
108,218,2
108,218,4
108,224,4
108,251,4
108,254,2
108,260,2
108,261,4
109,6,3
109,17,4
109,23,4
109,28,1
109,28,3
109,29,2
109,31,2
109,31,3
109,35,4
109,36,1
109,43,3
109,46,1
109,46,4
109,49,2
109,49,1
109,49,3
109,51,3
109,53,3
109,76,4
109,92,3
109,93,4
109,94,2
109,101,2
109,107,4
109,108,3
109,132,3
109,138,2
109,155,1
109,155,3
109,169,3
109,169,4
109,185,2
109,185,4
109,186,4
109,198,2
109,204,4
109,206,3
109,207,4
109,216,3
109,217,3
109,232,4
109,236,4
109,247,2
110,5,4
110,7,3
110,8,0
110,13,2
110,23,4
110,31,3
110,49,2
110,63,2
110,71,2
110,76,3
110,92,4
110,94,2
110,102,4
110,107,3
110,108,3
110,113,4
110,115,4
110,131,3
110,149,2
110,151,3
110,155,3
110,173,4
110,185,2
110,186,3
110,186,4
110,204,4
110,206,3
110,212,3
110,217,4
110,218,2
110,218,3
110,227,2
110,232,1
110,232,3
110,246,3
110,261,4
111,5,4
111,31,0
111,31,3
111,33,4
111,76,3
111,92,3
111,93,4
111,140,4
111,164,4
111,186,0
111,217,0
111,217,4
111,218,4
111,232,4
112,5,4
112,31,3
112,33,4
112,76,3
112,92,3
112,93,4
112,140,4
112,164,4
112,217,4
112,218,4
112,232,4
113,9,4
113,13,3
113,17,4
113,20,4
113,28,4
113,31,2
113,31,0
113,31,3
113,31,4
113,33,2
113,33,4
113,37,4
113,38,2
113,43,3
113,46,1
113,46,3
113,46,4
113,47,3
113,49,2
113,49,3
113,51,3
113,53,4
113,59,2
113,59,3
113,59,4
113,61,3
113,61,4
113,64,0
113,69,4
113,74,3
113,75,0
113,76,0
113,76,3
113,76,4
113,85,3
113,91,4
113,93,3
113,102,1
113,102,4
113,107,3
113,108,3
113,113,4
113,114,2
113,114,0
113,114,3
113,114,4
113,119,4
113,120,4
113,147,4
113,149,3
113,152,2
113,153,2
113,153,3
113,155,3
113,162,3
113,169,3
113,171,2
113,173,3
113,186,4
113,192,2
113,193,4
113,202,2
113,203,0
113,203,4
113,206,3
113,216,2
113,216,3
113,217,4
113,218,3
113,219,2
113,223,2
113,225,4
113,226,4
113,229,3
113,232,0
113,232,3
113,232,4
113,247,3
113,250,0
113,253,2
113,256,0
113,261,3
114,0,0
114,26,4
114,31,0
114,33,4
114,46,4
114,49,3
114,53,4
114,76,3
114,80,0
114,97,0
114,102,3
114,102,4
114,103,4
114,108,0
114,114,4
114,117,0
114,118,4
114,155,2
114,169,0
114,218,4
114,261,4
115,0,0
115,26,4
115,31,0
115,33,4
115,46,1
115,46,0
115,46,4
115,48,0
115,49,0
115,49,3
115,58,0
115,70,0
115,73,0
115,76,0
115,76,3
115,78,0
115,80,0
115,83,0
115,92,0
115,97,0
115,102,0
115,102,3
115,102,4
115,103,4
115,108,0
115,113,0
115,114,4
115,117,0
115,118,0
115,118,4
115,153,0
115,155,2
115,162,0
115,167,0
115,169,0
115,202,0
115,206,0
115,218,4
115,232,0
115,260,0
115,261,0
115,261,4
116,8,4
116,31,3
116,38,3
116,49,3
116,75,4
116,76,3
116,80,0
116,80,4
116,90,4
116,93,3
116,93,4
116,97,4
116,102,2
116,102,3
116,118,0
116,118,4
116,121,4
116,149,2
116,149,3
116,152,3
116,155,2
116,155,0
116,156,3
116,160,2
116,169,0
116,188,4
116,200,0
116,206,3
116,213,2
116,216,4
116,217,4
116,218,4
116,232,1
116,259,4
116,261,0
117,20,4
117,31,2
117,31,4
117,35,3
117,36,4
117,43,4
117,46,3
117,46,4
117,49,4
117,75,4
117,76,3
117,78,2
117,83,2
117,107,4
117,112,3
117,113,4
117,169,2
117,169,3
117,169,4
117,171,2
117,186,4
117,190,3
117,191,3
117,202,2
117,217,3
117,218,3
117,229,4
117,232,3
117,233,4
118,156,2
118,169,3
118,175,3
118,234,4
119,7,4
119,31,4
119,43,4
119,46,3
119,46,4
119,76,3
119,102,4
119,107,3
119,169,2
119,169,3
119,169,4
119,170,4
119,171,2
119,206,3
119,216,3
119,218,3
119,229,4
119,232,3
120,27,4
120,31,1
120,31,4
120,46,2
120,46,0
120,46,3
120,46,4
120,49,1
120,50,4
120,53,3
120,53,4
120,57,3
120,59,4
120,73,4
120,76,1
120,76,3
120,76,4
120,80,2
120,93,3
120,102,2
120,102,4
120,118,4
120,140,4
120,169,4
120,173,4
120,186,2
120,192,2
120,194,3
120,206,2
120,206,3
120,206,4
120,216,4
120,217,3
120,218,4
120,219,2
120,232,4
120,255,1
120,261,3
120,263,3
121,27,4
121,31,1
121,31,0
121,31,4
121,46,2
121,46,0
121,46,3
121,46,4
121,49,1
121,50,4
121,53,4
121,57,3
121,59,4
121,76,1
121,76,3
121,76,4
121,80,2
121,93,3
121,102,2
121,102,4
121,118,4
121,140,4
121,173,4
121,186,2
121,186,0
121,192,2
121,194,3
121,206,3
121,206,4
121,216,4
121,217,0
121,217,3
121,219,2
121,232,4
121,235,3
121,255,1
121,261,3
121,263,3
122,23,3
122,28,4
122,31,1
122,31,3
122,31,4
122,46,3
122,46,4
122,49,1
122,53,4
122,57,3
122,60,4
122,68,2
122,76,1
122,76,0
122,76,4
122,79,3
122,92,2
122,102,4
122,114,3
122,114,4
122,118,4
122,119,4
122,131,3
122,138,2
122,143,3
122,149,2
122,155,2
122,155,3
122,156,2
122,169,4
122,185,1
122,185,4
122,192,2
122,217,1
122,218,4
122,219,2
122,227,2
122,231,4
122,256,0
122,261,0
123,2,3
123,4,2
123,11,2
123,21,3
123,23,0
123,23,4
123,25,4
123,28,3
123,28,4
123,31,2
123,31,1
123,31,0
123,31,3
123,31,4
123,32,1
123,46,2
123,46,0
123,46,3
123,46,4
123,48,3
123,51,4
123,53,2
123,53,3
123,55,3
123,56,3
123,61,3
123,64,3
123,65,3
123,72,4
123,75,0
123,75,4
123,76,2
123,76,1
123,76,0
123,76,3
123,81,3
123,88,4
123,97,3
123,102,3
123,102,4
123,103,3
123,103,4
123,104,3
123,106,2
123,107,3
123,107,4
123,108,0
123,108,4
123,114,3
123,115,0
123,116,3
123,123,4
123,131,4
123,135,4
123,149,2
123,149,3
123,150,2
123,150,0
123,150,4
123,152,2
123,153,2
123,153,3
123,154,2
123,155,1
123,155,3
123,156,2
123,156,3
123,158,3
123,161,3
123,168,2
123,168,0
123,169,2
123,169,0
123,169,3
123,172,2
123,172,3
123,173,2
123,173,4
123,174,0
123,174,3
123,175,2
123,177,2
123,177,3
123,178,2
123,179,3
123,182,4
123,185,0
123,185,3
123,186,0
123,190,0
123,190,3
123,196,0
123,201,2
123,206,2
123,206,0
123,206,3
123,206,4
123,210,3
123,214,3
123,216,0
123,216,3
123,216,4
123,217,0
123,218,3
123,232,3
123,232,4
123,233,4
123,241,4
123,243,3
123,247,3
123,252,4
123,256,3
123,261,0
123,261,3
123,261,4
123,262,3
124,8,4
124,23,0
124,23,4
124,25,4
124,31,0
124,32,1
124,34,4
124,46,2
124,46,0
124,46,3
124,55,3
124,61,3
124,65,3
124,75,0
124,75,4
124,76,2
124,76,1
124,76,3
124,103,4
124,104,3
124,107,4
124,114,3
124,114,4
124,115,0
124,131,4
124,132,4
124,149,2
124,149,3
124,150,2
124,150,4
124,152,2
124,153,3
124,154,2
124,155,1
124,155,3
124,158,3
124,169,2
124,169,0
124,172,2
124,172,3
124,173,2
124,173,4
124,174,0
124,174,3
124,175,2
124,177,2
124,177,3
124,178,2
124,179,3
124,182,4
124,185,3
124,186,0
124,192,2
124,196,0
124,206,2
124,206,0
124,206,3
124,206,4
124,210,3
124,216,0
124,216,4
124,217,0
124,219,2
124,222,4
124,232,4
124,241,4
124,243,3
124,252,4
124,261,3
124,261,4
125,8,4
125,23,4
125,25,4
125,34,4
125,46,2
125,46,3
125,75,4
125,107,4
125,114,3
125,114,4
125,132,4
125,149,3
125,154,2
125,155,3
125,158,3
125,172,2
125,173,2
125,173,4
125,175,2
125,178,2
125,182,4
125,185,3
125,192,2
125,206,2
125,206,0
125,219,2
125,222,4
125,243,3
125,260,4
125,261,3
125,261,4
126,3,2
126,5,3
126,5,4
126,14,3
126,26,4
126,28,4
126,31,2
126,31,1
126,31,0
126,31,3
126,31,4
126,36,3
126,37,3
126,38,4
126,39,4
126,41,3
126,41,4
126,42,3
126,42,4
126,45,3
126,46,1
126,46,3
126,46,4
126,49,4
126,51,4
126,53,3
126,53,4
126,55,3
126,64,2
126,65,4
126,68,2
126,75,4
126,76,1
126,76,3
126,76,4
126,81,3
126,84,4
126,91,4
126,92,1
126,92,3
126,92,4
126,93,4
126,97,4
126,100,4
126,102,3
126,103,1
126,103,4
126,108,3
126,109,2
126,117,4
126,118,3
126,123,3
126,148,3
126,156,3
126,162,3
126,167,3
126,167,4
126,169,3
126,172,3
126,186,0
126,186,3
126,186,4
126,206,0
126,206,3
126,206,4
126,210,3
126,212,3
126,212,4
126,217,2
126,217,0
126,217,3
126,217,4
126,218,3
126,218,4
126,232,2
126,232,0
126,232,3
126,232,4
126,234,3
126,234,4
126,245,4
126,254,2
126,256,2
126,256,3
126,261,4
127,3,2
127,5,4
127,7,3
127,9,4
127,17,4
127,26,4
127,28,1
127,28,4
127,31,2
127,31,1
127,31,0
127,31,3
127,31,4
127,33,4
127,36,0
127,36,3
127,36,4
127,37,3
127,38,0
127,39,4
127,41,3
127,41,4
127,42,3
127,42,4
127,46,2
127,46,1
127,46,0
127,46,3
127,48,4
127,49,2
127,49,0
127,49,3
127,49,4
127,51,3
127,53,4
127,64,1
127,64,3
127,65,2
127,65,4
127,67,4
127,68,4
127,73,4
127,75,2
127,75,4
127,76,3
127,81,3
127,83,3
127,84,4
127,91,4
127,92,0
127,92,3
127,92,4
127,93,0
127,93,4
127,100,4
127,102,3
127,102,4
127,103,4
127,107,4
127,108,3
127,108,4
127,109,2
127,111,3
127,117,4
127,118,2
127,118,3
127,125,0
127,125,4
127,132,3
127,162,4
127,167,4
127,169,3
127,169,4
127,172,3
127,186,0
127,186,3
127,186,4
127,206,1
127,206,0
127,206,3
127,206,4
127,212,4
127,216,3
127,217,2
127,217,0
127,217,4
127,218,3
127,218,4
127,222,3
127,231,4
127,232,3
127,232,4
127,234,4
127,239,3
127,245,4
127,254,2
127,256,2
127,256,3
127,256,4
127,261,4
128,3,2
128,5,4
128,7,3
128,26,4
128,28,4
128,31,2
128,31,1
128,31,0
128,31,3
128,31,4
128,33,4
128,36,2
128,36,1
128,36,0
128,37,4
128,41,3
128,42,3
128,42,4
128,43,2
128,45,0
128,45,3
128,46,1
128,46,3
128,46,4
128,48,3
128,49,0
128,49,3
128,49,4
128,53,2
128,53,3
128,53,4
128,61,3
128,65,2
128,65,3
128,70,3
128,74,3
128,75,0
128,76,2
128,76,3
128,76,4
128,80,2
128,84,4
128,91,4
128,92,0
128,92,3
128,92,4
128,93,3
128,93,4
128,102,2
128,102,0
128,102,3
128,103,4
128,108,3
128,113,3
128,113,4
128,114,4
128,117,4
128,123,3
128,135,4
128,146,3
128,148,3
128,167,4
128,168,3
128,169,2
128,169,0
128,169,3
128,169,4
128,171,2
128,172,3
128,177,2
128,184,2
128,184,4
128,186,2
128,186,0
128,186,3
128,186,4
128,206,2
128,206,0
128,206,3
128,206,4
128,217,2
128,217,3
128,217,4
128,218,3
128,218,4
128,224,3
128,232,2
128,232,1
128,232,3
128,232,4
128,245,4
128,254,2
128,256,3
128,260,2
128,261,3
128,261,4
129,31,2
129,44,2
129,46,3
129,46,4
129,76,2
129,76,3
129,93,4
129,106,2
129,169,4
129,190,2
129,190,0
129,190,3
129,216,3
129,218,3
129,229,4
129,246,3
130,31,4
130,46,3
130,53,3
130,169,3
130,232,3
130,238,4
131,3,3
131,4,3
131,5,4
131,17,2
131,28,4
131,31,3
131,31,4
131,36,3
131,41,3
131,43,3
131,45,4
131,46,3
131,46,4
131,49,2
131,49,0
131,49,3
131,51,3
131,53,3
131,53,4
131,54,3
131,59,4
131,64,3
131,68,3
131,68,4
131,72,4
131,75,3
131,76,3
131,76,4
131,81,3
131,92,3
131,102,3
131,108,0
131,108,3
131,114,4
131,124,3
131,131,3
131,138,3
131,140,0
131,145,2
131,152,2
131,155,2
131,172,3
131,173,3
131,186,3
131,186,4
131,206,0
131,206,3
131,208,3
131,210,4
131,212,4
131,214,3
131,216,3
131,218,4
131,224,4
131,229,3
131,229,4
131,232,0
131,232,3
131,232,4
131,235,3
131,235,4
131,239,4
131,241,4
131,243,2
131,256,3
131,260,2
131,262,3
132,5,4
132,11,4
132,15,3
132,26,4
132,28,3
132,28,4
132,31,2
132,31,3
132,31,4
132,33,3
132,36,0
132,36,3
132,36,4
132,38,3
132,41,3
132,41,4
132,43,4
132,46,3
132,46,4
132,47,3
132,49,2
132,49,3
132,49,4
132,53,0
132,53,3
132,55,3
132,63,2
132,64,3
132,65,3
132,68,4
132,75,0
132,75,4
132,76,0
132,76,3
132,76,4
132,91,4
132,92,0
132,92,3
132,92,4
132,97,3
132,97,4
132,102,3
132,102,4
132,106,2
132,107,3
132,108,2
132,108,4
132,113,2
132,113,3
132,113,4
132,114,4
132,117,1
132,119,1
132,147,4
132,169,3
132,169,4
132,175,3
132,186,2
132,186,0
132,186,3
132,186,4
132,200,0
132,205,3
132,206,0
132,206,3
132,206,4
132,210,3
132,215,3
132,216,3
132,217,2
132,217,3
132,217,4
132,218,2
132,218,3
132,219,3
132,229,2
132,232,1
132,232,0
132,232,3
132,232,4
132,251,3
132,254,2
132,261,2
132,261,3
132,265,3
132,265,4
133,13,0
133,13,3
133,13,4
133,14,2
133,14,0
133,20,4
133,21,3
133,28,3
133,31,3
133,31,4
133,32,3
133,36,3
133,37,0
133,37,3
133,38,3
133,45,2
133,46,2
133,46,0
133,46,3
133,48,3
133,49,0
133,53,3
133,53,4
133,56,0
133,73,3
133,76,3
133,76,4
133,78,2
133,78,3
133,83,4
133,91,4
133,102,3
133,102,4
133,120,4
133,131,4
133,132,4
133,139,4
133,147,3
133,147,4
133,153,0
133,169,2
133,185,0
133,186,2
133,186,4
133,192,0
133,193,2
133,193,4
133,194,2
133,196,4
133,198,0
133,202,2
133,202,3
133,204,2
133,204,4
133,206,3
133,216,2
133,216,3
133,217,0
133,217,4
133,218,3
133,225,4
133,229,4
133,231,4
133,235,2
133,242,2
133,242,0
133,242,3
133,245,4
133,249,4
133,260,2
133,264,2
133,264,1
134,4,2
134,23,4
134,31,2
134,31,3
134,46,4
134,56,4
134,61,2
134,76,1
134,78,2
134,92,1
134,103,1
134,114,2
134,114,3
134,114,4
134,142,2
134,169,3
134,202,2
134,202,0
134,202,3
134,202,4
134,203,2
134,204,4
135,4,2
135,4,4
135,46,4
135,58,4
135,59,0
135,114,4
135,124,2
135,171,2
135,202,2
135,202,0
135,216,3
135,250,4
136,6,3
136,23,0
136,25,4
136,28,4
136,31,2
136,31,0
136,31,3
136,31,4
136,32,1
136,37,4
136,38,4
136,44,3
136,45,4
136,46,2
136,46,0
136,46,3
136,46,4
136,47,4
136,49,2
136,49,0
136,49,3
136,55,3
136,61,3
136,65,3
136,72,4
136,73,4
136,75,0
136,75,4
136,76,2
136,76,1
136,76,3
136,76,4
136,81,3
136,93,2
136,93,3
136,93,4
136,97,4
136,102,2
136,102,0
136,102,3
136,102,4
136,103,4
136,104,3
136,107,2
136,107,3
136,107,4
136,108,1
136,108,3
136,108,4
136,115,0
136,118,2
136,122,2
136,131,4
136,133,2
136,140,4
136,145,3
136,149,3
136,150,2
136,150,4
136,152,2
136,153,2
136,153,3
136,154,2
136,154,3
136,155,1
136,155,3
136,156,2
136,156,0
136,158,3
136,163,0
136,169,2
136,169,0
136,169,4
136,172,2
136,172,3
136,173,2
136,173,4
136,174,2
136,174,0
136,174,3
136,175,2
136,175,4
136,177,2
136,177,3
136,178,2
136,179,3
136,182,4
136,185,3
136,186,2
136,186,0
136,186,4
136,190,2
136,191,4
136,196,0
136,200,3
136,201,3
136,202,2
136,205,2
136,206,2
136,206,0
136,206,3
136,206,4
136,210,3
136,216,0
136,216,3
136,216,4
136,217,0
136,217,3
136,217,4
136,218,3
136,218,4
136,229,3
136,229,4
136,232,3
136,232,4
136,236,2
136,241,3
136,241,4
136,244,4
136,245,3
136,252,4
136,254,2
136,256,3
136,257,4
136,259,3
136,261,3
136,261,4
136,262,3
137,6,3
137,28,3
137,31,2
137,31,3
137,31,4
137,36,3
137,36,4
137,38,4
137,46,3
137,46,4
137,49,0
137,76,3
137,76,4
137,83,2
137,85,3
137,102,4
137,108,4
137,114,2
137,135,2
137,147,4
137,186,2
137,186,3
137,197,2
137,206,2
137,217,4
137,223,2
137,229,3
137,232,3
137,244,4
137,257,4
137,261,4
138,0,2
138,0,3
138,1,2
138,3,0
138,3,4
138,4,2
138,4,0
138,7,2
138,7,3
138,7,4
138,13,3
138,13,4
138,16,4
138,17,2
138,17,4
138,19,0
138,19,3
138,20,4
138,21,2
138,21,0
138,21,3
138,21,4
138,22,4
138,23,2
138,23,3
138,23,4
138,26,3
138,26,4
138,27,2
138,28,0
138,28,3
138,28,4
138,30,2
138,30,3
138,31,2
138,31,1
138,31,0
138,31,3
138,31,4
138,32,4
138,33,4
138,34,3
138,36,2
138,36,3
138,36,4
138,37,2
138,37,3
138,37,4
138,38,0
138,38,3
138,38,4
138,42,3
138,43,2
138,43,3
138,43,4
138,44,2
138,45,2
138,45,4
138,46,2
138,46,0
138,46,3
138,46,4
138,48,2
138,48,3
138,49,2
138,49,0
138,49,3
138,49,4
138,50,4
138,51,4
138,52,3
138,52,4
138,53,2
138,53,3
138,53,4
138,56,3
138,56,4
138,57,2
138,58,4
138,59,3
138,61,3
138,61,4
138,64,2
138,64,3
138,64,4
138,65,2
138,65,0
138,65,3
138,65,4
138,66,2
138,66,0
138,66,4
138,68,0
138,68,3
138,68,4
138,72,2
138,73,2
138,73,4
138,74,4
138,75,3
138,75,4
138,76,2
138,76,1
138,76,0
138,76,3
138,76,4
138,77,3
138,78,2
138,78,3
138,78,4
138,79,3
138,81,2
138,81,3
138,82,2
138,82,3
138,83,2
138,83,4
138,84,3
138,84,4
138,86,2
138,91,4
138,92,4
138,93,4
138,94,2
138,94,4
138,96,2
138,97,2
138,97,0
138,97,3
138,97,4
138,98,4
138,100,2
138,100,0
138,100,4
138,102,2
138,102,0
138,102,3
138,102,4
138,107,2
138,107,0
138,107,3
138,107,4
138,108,2
138,108,0
138,108,3
138,108,4
138,109,2
138,113,3
138,113,4
138,114,2
138,114,0
138,114,3
138,114,4
138,115,0
138,116,3
138,118,2
138,119,2
138,122,2
138,122,3
138,124,2
138,124,0
138,125,0
138,125,3
138,125,4
138,126,2
138,127,2
138,128,0
138,128,3
138,130,4
138,131,1
138,131,3
138,131,4
138,132,4
138,139,0
138,139,4
138,140,2
138,140,0
138,140,3
138,140,4
138,144,3
138,144,4
138,145,3
138,146,3
138,147,3
138,147,4
138,149,2
138,149,3
138,149,4
138,152,0
138,153,2
138,153,3
138,155,0
138,155,3
138,156,1
138,161,4
138,162,0
138,162,3
138,163,3
138,167,3
138,167,4
138,168,3
138,168,4
138,169,2
138,169,0
138,169,3
138,169,4
138,172,2
138,172,4
138,173,3
138,174,2
138,175,2
138,175,3
138,176,3
138,177,2
138,177,0
138,177,3
138,180,2
138,180,3
138,182,2
138,182,1
138,185,4
138,186,2
138,186,0
138,186,3
138,186,4
138,187,4
138,188,4
138,190,2
138,190,3
138,190,4
138,191,2
138,191,3
138,192,2
138,192,4
138,198,2
138,200,2
138,201,4
138,202,2
138,202,0
138,202,3
138,202,4
138,203,2
138,203,0
138,203,3
138,203,4
138,205,3
138,206,2
138,206,1
138,206,0
138,206,3
138,206,4
138,208,1
138,209,2
138,210,0
138,210,3
138,212,0
138,212,3
138,212,4
138,213,3
138,214,3
138,216,2
138,216,0
138,216,3
138,217,2
138,217,3
138,217,4
138,218,2
138,218,1
138,218,3
138,218,4
138,219,4
138,222,4
138,224,4
138,225,3
138,227,3
138,228,2
138,229,2
138,229,4
138,230,4
138,232,2
138,232,1
138,232,3
138,232,4
138,233,2
138,233,3
138,233,4
138,235,0
138,235,3
138,236,3
138,236,4
138,243,2
138,244,4
138,246,3
138,246,4
138,248,4
138,250,4
138,251,4
138,252,2
138,252,4
138,254,2
138,254,3
138,254,4
138,256,3
138,256,4
138,260,2
138,260,4
138,261,2
138,261,3
138,261,4
138,262,2
138,262,0
138,262,3
138,262,4
138,265,3
139,0,2
139,2,0
139,3,2
139,4,3
139,5,4
139,7,2
139,7,3
139,8,4
139,9,2
139,9,4
139,17,2
139,20,4
139,21,2
139,21,3
139,28,2
139,28,4
139,31,2
139,31,3
139,31,4
139,33,4
139,36,4
139,37,4
139,46,2
139,46,3
139,46,4
139,49,2
139,49,4
139,53,2
139,53,3
139,53,4
139,61,1
139,62,0
139,62,3
139,62,4
139,64,3
139,70,2
139,72,2
139,73,4
139,75,4
139,76,1
139,76,0
139,76,4
139,82,2
139,89,2
139,92,4
139,94,2
139,96,0
139,97,4
139,102,2
139,102,1
139,104,0
139,107,3
139,107,4
139,108,2
139,108,3
139,108,4
139,114,4
139,119,4
139,122,4
139,127,3
139,136,0
139,139,3
139,139,4
139,140,3
139,141,2
139,141,0
139,141,3
139,141,4
139,145,3
139,146,0
139,147,3
139,149,4
139,155,2
139,167,4
139,169,3
139,169,4
139,171,2
139,172,2
139,186,2
139,186,3
139,186,4
139,192,2
139,202,2
139,202,0
139,202,3
139,202,4
139,206,2
139,206,4
139,207,2
139,208,0
139,208,3
139,209,3
139,210,3
139,212,3
139,214,0
139,216,3
139,216,4
139,217,3
139,217,4
139,218,2
139,218,3
139,218,4
139,224,4
139,229,2
139,229,3
139,229,4
139,232,2
139,233,3
139,234,4
139,235,3
139,243,2
139,245,4
139,247,3
139,249,3
139,250,3
139,254,2
139,261,1
139,261,3
140,7,3
140,17,2
140,37,3
140,38,3
140,46,3
140,72,4
140,76,3
140,76,4
140,94,2
140,108,1
140,113,3
140,114,2
140,114,4
140,145,2
140,186,2
140,186,1
140,186,3
140,186,4
140,206,3
140,218,2
140,218,3
140,234,4
140,256,0
141,7,0
141,7,3
141,10,3
141,13,3
141,31,3
141,36,1
141,38,3
141,38,4
141,46,3
141,46,4
141,49,1
141,49,3
141,51,0
141,83,0
141,94,2
141,102,1
141,102,0
141,102,3
141,102,4
141,103,1
141,107,3
141,114,0
141,114,4
141,124,2
141,131,2
141,141,3
141,153,4
141,156,3
141,163,2
141,168,4
141,169,3
141,169,4
141,175,2
141,217,3
141,218,3
141,261,1
141,261,4
142,4,2
142,7,4
142,9,4
142,28,3
142,28,4
142,31,2
142,31,0
142,31,3
142,31,4
142,32,4
142,36,3
142,38,3
142,46,0
142,46,3
142,46,4
142,48,3
142,49,2
142,49,3
142,54,3
142,56,0
142,56,3
142,57,3
142,59,4
142,60,4
142,64,3
142,65,3
142,76,4
142,81,0
142,97,3
142,102,0
142,102,3
142,102,4
142,108,3
142,114,3
142,119,4
142,121,4
142,123,3
142,140,0
142,140,3
142,140,4
142,146,0
142,147,4
142,153,1
142,162,4
142,165,0
142,165,3
142,168,1
142,169,4
142,173,4
142,176,4
142,177,2
142,186,2
142,186,0
142,186,3
142,186,4
142,192,2
142,193,4
142,205,3
142,206,3
142,206,4
142,216,0
142,216,3
142,217,2
142,217,0
142,217,3
142,217,4
142,218,4
142,219,0
142,232,4
142,240,4
142,242,1
142,243,2
142,261,3
142,261,4
143,26,4
143,31,2
143,31,0
143,31,4
143,38,4
143,46,3
143,46,4
143,53,4
143,63,2
143,64,3
143,75,4
143,76,3
143,76,4
143,102,4
143,108,0
143,108,3
143,114,4
143,118,3
143,120,3
143,146,3
143,155,2
143,169,3
143,186,0
143,190,3
143,206,4
143,217,0
143,218,3
144,3,2
144,21,3
144,46,3
144,99,4
144,114,4
144,138,4
144,167,3
144,169,4
144,186,2
144,186,3
144,215,3
144,218,3
144,218,4
145,3,2
145,6,4
145,36,3
145,46,3
145,53,4
145,76,3
145,99,4
145,114,4
145,138,4
145,169,4
145,205,3
145,218,4
146,3,2
146,7,4
146,36,3
146,37,3
146,43,3
146,46,3
146,46,4
146,76,3
146,83,2
146,102,3
146,122,4
146,138,4
146,148,4
146,162,3
146,169,3
146,186,2
146,216,3
146,218,3
146,218,4
146,233,4
147,31,1
147,31,0
147,38,4
147,46,0
147,49,3
147,53,3
147,53,4
147,64,3
147,75,3
147,76,4
147,102,2
147,102,3
147,107,3
147,108,3
147,108,4
147,114,4
147,172,2
147,185,3
147,186,0
147,205,3
147,217,0
147,218,3
147,232,4
147,261,2
147,261,0
148,31,1
148,31,0
148,38,4
148,46,0
148,49,3
148,53,3
148,53,4
148,64,3
148,75,3
148,76,4
148,102,2
148,102,3
148,107,3
148,108,3
148,108,4
148,114,4
148,169,4
148,172,2
148,185,3
148,205,3
148,218,3
148,256,3
148,261,2
148,261,0
149,2,3
149,19,4
149,20,3
149,21,2
149,31,3
149,31,4
149,46,2
149,46,3
149,46,4
149,49,2
149,49,3
149,51,3
149,53,3
149,61,4
149,76,3
149,76,4
149,78,3
149,83,3
149,93,2
149,97,3
149,98,1
149,102,3
149,102,4
149,106,2
149,112,2
149,112,3
149,114,2
149,114,0
149,114,3
149,114,4
149,117,2
149,123,3
149,151,4
149,152,2
149,152,1
149,153,2
149,156,3
149,167,4
149,169,3
149,169,4
149,172,3
149,173,3
149,185,3
149,186,2
149,186,4
149,191,2
149,192,2
149,200,3
149,202,2
149,206,3
149,206,4
149,216,3
149,216,4
149,217,2
149,217,0
149,217,3
149,217,4
149,218,4
149,219,2
149,219,3
149,231,4
