mi,di,type
44,139,3
44,144,3
44,153,3
44,159,3
44,161,3
44,195,3
44,197,3
44,214,3
44,231,3
45,0,3
45,1,3
45,2,3
45,4,3
45,5,3
45,8,3
45,10,3
45,18,3
45,22,3
45,23,3
45,25,3
45,27,3
45,30,3
45,34,3
45,35,3
45,45,3
45,47,3
45,53,3
45,60,3
45,64,3
45,65,3
45,67,3
45,82,3
45,83,3
45,85,3
45,105,3
45,107,3
45,151,3
45,159,3
45,167,3
45,174,3
45,192,3
45,193,3
45,199,3
45,212,3
45,239,3
46,2,3
46,13,3
46,64,3
46,174,3
47,2,3
47,13,3
47,64,3
47,174,3
48,1,3
48,2,3
48,4,3
48,5,3
48,8,3
48,17,3
48,18,3
48,27,3
48,28,3
48,30,3
48,42,3
48,45,3
48,47,3
48,64,3
48,82,3
48,85,3
48,105,3
48,107,3
48,109,3
48,157,3
48,161,3
48,176,3
49,5,3
49,8,3
49,13,3
49,18,3
49,42,3
49,48,3
49,78,3
49,134,3
50,2,3
50,4,3
50,5,3
50,8,3
50,13,3
50,17,3
50,18,3
50,27,3
50,31,3
50,35,3
50,45,3
50,76,3
50,82,3
50,88,3
50,93,3
50,101,3
50,105,3
50,124,3
50,126,3
50,139,3
50,151,3
50,160,3
51,2,3
51,4,3
51,5,3
51,18,3
51,35,3
51,53,3
51,64,3
51,105,3
51,132,3
51,137,3
51,159,3
52,2,3
52,5,3
52,8,3
52,15,3
52,23,3
52,31,3
52,64,3
52,176,3
52,236,3
53,0,3
53,2,3
53,4,3
53,5,3
53,8,3
53,13,3
53,22,3
53,23,3
53,27,3
53,30,3
53,35,3
53,45,3
53,47,3
53,60,3
53,64,3
53,67,3
53,82,3
53,83,3
53,90,3
53,93,3
53,96,3
53,118,3
53,151,3
53,159,3
53,167,3
53,176,3
53,192,3
53,207,3
53,212,3
54,2,3
54,4,3
54,5,3
54,6,3
54,8,3
54,13,3
54,15,3
54,18,3
54,23,3
54,27,3
54,31,3
54,35,3
54,42,3
54,45,3
54,46,3
54,47,3
54,64,3
54,74,3
54,80,3
54,82,3
54,96,3
54,105,3
54,107,3
54,118,3
54,157,3
54,159,3
54,167,3
54,176,3
54,179,3
54,230,3
55,2,3
55,3,3
55,4,3
55,8,3
55,13,3
55,18,3
55,25,3
55,26,3
55,27,3
55,30,3
55,42,3
55,44,3
55,45,3
55,48,3
55,54,3
55,71,3
55,96,3
55,105,3
55,157,3
55,174,3
55,176,3
56,2,3
56,5,3
56,8,3
56,13,3
56,30,3
56,45,3
56,64,3
56,71,3
56,79,3
56,88,3
56,93,3
56,100,3
56,107,3
56,118,3
56,126,3
56,137,3
56,176,3
57,2,3
57,4,3
57,5,3
57,8,3
57,10,3
57,13,3
57,18,3
57,27,3
57,30,3
57,35,3
57,36,3
57,42,3
57,45,3
57,48,3
57,64,3
57,65,3
57,71,3
57,76,3
57,82,3
57,89,3
57,93,3
57,107,3
57,118,3
57,123,3
57,176,3
57,194,3
57,195,3
57,223,3
57,233,3
58,0,3
58,2,3
58,3,3
58,4,3
58,5,3
58,8,3
58,13,3
58,15,3
58,31,3
58,35,3
58,37,3
58,39,3
58,42,3
58,45,3
58,54,3
58,60,3
58,64,3
58,75,3
58,105,3
58,107,3
58,157,3
58,174,3
58,177,3
58,186,3
58,226,3
59,0,3
59,2,3
59,3,3
59,4,3
59,5,3
59,8,3
59,10,3
59,12,3
59,13,3
59,15,3
59,18,3
59,23,3
59,24,3
59,30,3
59,31,3
59,33,3
59,34,3
59,35,3
59,36,3
59,37,3
59,42,3
59,45,3
59,47,3
59,65,3
59,83,3
59,88,3
59,90,3
59,105,3
59,107,3
59,115,3
59,137,3
59,139,3
59,157,3
59,161,3
59,174,3
59,186,3
59,190,3
59,192,3
59,222,3
59,226,3
59,238,3
60,0,3
60,3,3
60,5,3
60,8,3
60,12,3
60,15,3
60,31,3
60,36,3
60,37,3
60,42,3
60,47,3
60,65,3
60,90,3
60,115,3
60,157,3
60,174,3
60,186,3
60,192,3
60,226,3
61,3,3
61,8,3
61,15,3
61,31,3
61,37,3
61,42,3
61,157,3
62,0,3
62,2,3
62,3,3
62,5,3
62,8,3
62,10,3
62,12,3
62,13,3
62,15,3
62,19,3
62,23,3
62,30,3
62,33,3
62,35,3
62,36,3
62,37,3
62,41,3
62,42,3
62,45,3
62,47,3
62,48,3
62,54,3
62,64,3
62,65,3
62,90,3
62,105,3
62,112,3
62,115,3
62,153,3
62,157,3
62,174,3
62,186,3
62,192,3
62,226,3
63,0,3
63,2,3
63,13,3
63,15,3
63,30,3
63,35,3
63,37,3
63,157,3
63,174,3
63,186,3
63,221,3
63,226,3
64,2,3
64,13,3
64,15,3
64,35,3
64,37,3
64,157,3
64,221,3
65,2,3
65,4,3
65,5,3
65,8,3
65,10,3
65,17,3
65,27,3
65,28,3
65,30,3
65,33,3
65,35,3
65,36,3
65,45,3
65,64,3
65,74,3
65,89,3
65,93,3
65,96,3
65,105,3
65,107,3
65,118,3
65,139,3
65,142,3
65,144,3
65,154,3
65,176,3
65,207,3
66,0,3
66,1,3
66,2,3
66,3,3
66,4,3
66,5,3
66,8,3
66,9,3
66,12,3
66,13,3
66,15,3
66,18,3
66,23,3
66,24,3
66,27,3
66,30,3
66,33,3
66,35,3
66,41,3
66,42,3
66,45,3
66,46,3
66,47,3
66,53,3
66,54,3
66,60,3
66,63,3
66,64,3
66,65,3
66,71,3
66,74,3
66,80,3
66,82,3
66,85,3
66,88,3
66,93,3
66,103,3
66,105,3
66,107,3
66,128,3
66,137,3
66,139,3
66,147,3
66,151,3
66,152,3
66,157,3
66,174,3
66,176,3
66,192,3
66,199,3
66,204,3
66,239,3
67,5,3
68,2,3
68,5,3
68,8,3
68,27,3
68,64,3
68,79,3
68,93,3
68,174,3
69,2,3
69,4,3
69,8,3
69,13,3
69,18,3
69,23,3
69,24,3
69,27,3
69,30,3
69,35,3
69,41,3
69,42,3
69,46,3
69,61,3
69,63,3
69,64,3
69,65,3
69,96,3
69,101,3
69,105,3
69,107,3
69,139,3
69,165,3
69,169,3
69,170,3
69,174,3
69,179,3
69,199,3
69,209,3
69,229,3
70,2,3
70,8,3
70,13,3
70,27,3
70,45,3
70,151,3
71,2,3
71,10,3
71,13,3
71,18,3
71,45,3
71,53,3
71,73,3
71,189,3
71,229,3
72,8,3
72,64,3
72,66,3
72,93,3
72,137,3
72,157,3
73,8,3
73,41,3
73,44,3
73,107,3
74,4,3
74,52,3
75,2,3
75,4,3
76,5,3
76,8,3
76,28,3
76,64,3
76,73,3
76,96,3
76,238,3
78,2,3
78,3,3
78,4,3
78,13,3
78,33,3
78,35,3
78,46,3
78,61,3
78,137,3
79,8,3
79,35,3
79,80,3
80,35,3
81,8,3
81,79,3
81,203,3
82,8,3
83,2,3
83,13,3
83,18,3
83,51,3
83,118,3
84,27,3
84,64,3
84,126,3
85,16,3
86,2,3
86,4,3
86,5,3
86,23,3
86,30,3
86,45,3
86,47,3
86,67,3
86,85,3
86,88,3
86,89,3
86,101,3
86,107,3
87,2,3
87,8,3
87,15,3
87,31,3
87,107,3
87,132,3
87,134,3
87,159,3
88,2,3
88,85,3
88,89,3
88,156,3
88,161,3
89,5,3
89,41,3
89,60,3
89,71,3
89,96,3
89,105,3
89,235,3
90,2,3
90,8,3
90,23,3
90,203,3
91,2,3
91,4,3
91,5,3
91,8,3
91,10,3
91,11,3
91,12,3
91,13,3
91,15,3
91,18,3
91,19,3
91,24,3
91,28,3
91,31,3
91,36,3
91,44,3
91,45,3
91,53,3
91,60,3
91,88,3
91,105,3
91,133,3
91,156,3
91,157,3
91,198,3
92,2,3
92,4,3
92,7,3
92,8,3
92,13,3
92,30,3
92,54,3
92,64,3
92,65,3
92,79,3
92,88,3
92,91,3
92,110,3
92,137,3
92,225,3
93,2,3
93,8,3
93,18,3
93,35,3
93,37,3
93,64,3
93,73,3
93,113,3
93,134,3
93,205,3
94,1,3
94,2,3
94,5,3
94,8,3
94,13,3
94,18,3
94,76,3
94,221,3
95,2,3
95,4,3
95,8,3
95,30,3
95,33,3
95,35,3
95,92,3
95,174,3
96,2,3
96,4,3
96,8,3
96,12,3
96,15,3
96,21,3
96,27,3
96,35,3
96,47,3
96,51,3
96,156,3
96,182,3
97,2,3
97,3,3
97,4,3
97,5,3
97,8,3
97,10,3
97,11,3
97,12,3
97,15,3
97,18,3
97,23,3
97,24,3
97,27,3
97,33,3
97,35,3
97,36,3
97,44,3
97,45,3
97,46,3
97,58,3
97,61,3
97,69,3
97,70,3
97,79,3
97,101,3
97,103,3
97,107,3
97,137,3
97,146,3
97,159,3
97,198,3
98,2,3
98,4,3
98,5,3
98,8,3
98,10,3
98,13,3
98,18,3
98,27,3
98,30,3
98,33,3
98,36,3
98,45,3
98,63,3
98,64,3
98,71,3
98,85,3
98,89,3
98,93,3
98,96,3
98,100,3
98,104,3
98,107,3
98,118,3
98,174,3
98,176,3
98,187,3
98,223,3
99,2,3
99,5,3
99,8,3
99,13,3
99,18,3
99,27,3
99,35,3
99,45,3
99,105,3
99,118,3
99,195,3
99,225,3
100,0,3
100,2,3
100,5,3
100,8,3
100,10,3
100,30,3
100,41,3
100,45,3
100,54,3
100,64,3
100,65,3
100,83,3
100,84,3
100,96,3
100,107,3
100,132,3
100,164,3
100,176,3
100,199,3
100,201,3
100,223,3
100,238,3
101,2,3
101,3,3
101,5,3
101,7,3
101,8,3
101,23,3
101,46,3
101,51,3
101,58,3
101,64,3
101,80,3
101,83,3
101,105,3
101,139,3
101,237,3
102,2,3
102,5,3
102,8,3
102,27,3
102,41,3
102,45,3
102,82,3
102,107,3
102,112,3
102,146,3
102,188,3
103,2,3
103,8,3
103,13,3
103,16,3
103,27,3
103,31,3
103,42,3
103,64,3
103,65,3
103,80,3
103,88,3
103,93,3
103,105,3
103,107,3
103,134,3
103,139,3
103,161,3
103,167,3
103,235,3
104,8,3
104,11,3
104,23,3
104,27,3
104,30,3
104,86,3
104,118,3
105,4,3
105,5,3
105,8,3
105,18,3
105,30,3
105,85,3
105,105,3
105,107,3
106,1,3
106,4,3
106,5,3
106,8,3
106,13,3
106,15,3
106,30,3
106,35,3
106,45,3
106,107,3
107,2,3
107,8,3
107,27,3
107,115,3
109,4,3
109,8,3
111,88,3
111,107,3
112,5,3
112,18,3
112,105,3
113,2,3
113,5,3
113,8,3
113,10,3
113,13,3
113,28,3
113,30,3
113,48,3
113,105,3
113,107,3
114,4,3
114,5,3
114,8,3
114,13,3
114,30,3
114,44,3
114,45,3
114,47,3
114,51,3
114,74,3
114,211,3
115,0,3
115,1,3
115,2,3
115,3,3
115,4,3
115,5,3
115,7,3
115,8,3
115,9,3
115,10,3
115,11,3
115,12,3
115,13,3
115,15,3
115,16,3
115,18,3
115,23,3
115,25,3
115,27,3
115,30,3
115,31,3
115,33,3
115,35,3
115,40,3
115,42,3
115,45,3
115,46,3
115,47,3
115,48,3
115,51,3
115,55,3
115,60,3
115,62,3
115,63,3
115,64,3
115,65,3
115,66,3
115,71,3
115,73,3
115,76,3
115,77,3
115,82,3
115,85,3
115,88,3
115,90,3
115,93,3
115,96,3
115,101,3
115,102,3
115,105,3
115,107,3
115,108,3
115,115,3
115,118,3
115,132,3
115,133,3
115,137,3
115,139,3
115,142,3
115,147,3
115,151,3
115,159,3
115,161,3
115,174,3
115,199,3
115,201,3
115,205,3
115,207,3
115,238,3
115,239,3
116,2,3
116,54,3
116,64,3
116,105,3
116,118,3
116,182,3
116,199,3
117,2,3
117,30,3
117,54,3
117,64,3
117,105,3
117,199,3
118,2,3
118,5,3
118,23,3
118,33,3
118,35,3
118,45,3
118,50,3
118,64,3
118,66,3
118,86,3
118,93,3
118,113,3
118,146,3
118,169,3
119,2,3
119,8,3
119,16,3
119,18,3
119,42,3
119,45,3
119,82,3
119,107,3
120,2,3
120,8,3
120,16,3
120,18,3
120,42,3
120,45,3
120,82,3
121,2,3
121,3,3
121,4,3
121,5,3
121,8,3
121,13,3
121,15,3
121,30,3
121,33,3
121,45,3
121,63,3
121,64,3
121,66,3
121,69,3
121,71,3
121,73,3
121,93,3
121,96,3
121,105,3
121,107,3
121,110,3
121,134,3
121,156,3
121,176,3
121,197,3
121,198,3
121,199,3
121,211,3
121,228,3
122,2,3
122,5,3
122,8,3
122,15,3
122,35,3
122,45,3
123,2,3
123,4,3
123,8,3
123,12,3
123,15,3
123,21,3
123,27,3
123,35,3
123,47,3
123,51,3
123,156,3
124,1,3
124,2,3
124,3,3
124,8,3
124,18,3
124,32,3
124,33,3
124,40,3
124,45,3
124,46,3
124,64,3
124,82,3
124,107,3
124,128,3
124,176,3
125,2,3
125,5,3
125,8,3
125,23,3
125,35,3
125,40,3
125,45,3
125,48,3
125,105,3
125,107,3
125,120,3
126,8,3
126,12,3
126,195,3
127,13,3
127,23,3
127,73,3
127,105,3
128,2,3
128,4,3
128,8,3
128,15,3
128,16,3
128,36,3
128,65,3
128,88,3
129,2,3
129,4,3
129,8,3
129,15,3
129,16,3
129,36,3
129,65,3
129,88,3
130,2,3
130,4,3
130,8,3
130,13,3
130,53,3
131,2,3
131,4,3
131,8,3
131,13,3
131,53,3
131,96,3
132,5,3
132,8,3
132,13,3
132,42,3
132,48,3
132,78,3
132,134,3
132,235,3
133,1,3
133,2,3
133,4,3
133,8,3
133,25,3
133,47,3
133,55,3
133,56,3
133,71,3
133,79,3
133,88,3
133,96,3
133,105,3
133,126,3
133,159,3
133,174,3
134,2,3
134,4,3
134,5,3
134,8,3
134,13,3
134,16,3
134,18,3
134,27,3
134,28,3
134,30,3
134,35,3
134,38,3
134,42,3
134,45,3
134,53,3
134,65,3
134,76,3
134,86,3
134,88,3
134,89,3
134,93,3
134,105,3
134,107,3
134,136,3
134,139,3
134,174,3
134,175,3
134,176,3
135,4,3
135,5,3
135,89,3
136,4,3
136,5,3
136,89,3
137,2,3
137,4,3
137,5,3
137,8,3
137,10,3
137,15,3
137,16,3
137,23,3
137,30,3
137,35,3
137,42,3
137,45,3
137,51,3
137,67,3
137,88,3
137,89,3
137,105,3
137,107,3
137,178,3
137,220,3
138,1,3
138,2,3
138,4,3
138,5,3
138,8,3
138,9,3
138,13,3
138,35,3
138,45,3
138,64,3
138,71,3
138,82,3
138,96,3
138,107,3
138,137,3
138,146,3
138,156,3
138,174,3
138,198,3
139,2,3
139,5,3
139,8,3
139,10,3
139,18,3
139,24,3
139,30,3
139,33,3
139,35,3
139,45,3
139,51,3
139,63,3
139,64,3
139,90,3
139,101,3
139,105,3
139,107,3
139,159,3
139,167,3
139,197,3
140,2,3
140,5,3
140,8,3
140,11,3
140,23,3
140,28,3
140,35,3
140,56,3
140,71,3
140,96,3
140,105,3
140,107,3
140,134,3
141,2,3
141,4,3
141,5,3
141,8,3
141,16,3
141,27,3
141,53,3
141,63,3
141,86,3
142,8,3
142,64,3
142,230,3
142,236,3
143,2,3
143,4,3
143,5,3
143,8,3
143,27,3
143,28,3
143,33,3
143,42,3
143,45,3
143,74,3
143,76,3
143,82,3
143,83,3
143,88,3
143,96,3
143,105,3
143,107,3
143,118,3
143,167,3
143,174,3
144,2,3
144,4,3
144,5,3
144,8,3
144,27,3
144,30,3
144,35,3
144,42,3
144,64,3
144,65,3
144,71,3
144,76,3
144,82,3
144,88,3
144,93,3
144,96,3
144,101,3
144,105,3
144,107,3
144,159,3
144,174,3
144,177,3
144,199,3
144,220,3
144,233,3
145,1,3
145,16,3
145,18,3
145,30,3
145,35,3
145,64,3
145,82,3
145,139,3
145,157,3
146,1,3
146,10,3
146,16,3
146,18,3
146,30,3
146,35,3
146,64,3
146,82,3
146,139,3
146,157,3
147,2,3
147,5,3
147,8,3
147,13,3
147,34,3
147,35,3
147,42,3
147,45,3
147,53,3
147,64,3
147,118,3
147,159,3
147,161,3
147,182,3
147,185,3
148,5,3
148,73,3
149,2,3
149,4,3
149,13,3
149,15,3
149,18,3
149,64,3
149,89,3
149,96,3
149,105,3
149,144,3
149,175,3
149,177,3
152,2,3
152,5,3
152,8,3
152,10,3
152,15,3
153,8,3
153,24,3
154,2,3
154,5,3
154,13,3
154,24,3
154,51,3
154,73,3
154,82,3
154,86,3
155,107,3
156,2,3
156,5,3
156,15,3
156,27,3
156,30,3
156,35,3
156,45,3
156,63,3
156,64,3
156,77,3
156,82,3
156,107,3
156,159,3
157,5,3
157,8,3
157,27,3
157,30,3
157,76,3
157,127,3
157,146,3
158,1,3
158,2,3
158,4,3
158,5,3
158,8,3
158,9,3
158,13,3
158,18,3
158,21,3
158,24,3
158,27,3
158,41,3
158,45,3
158,53,3
158,64,3
158,77,3
158,82,3
158,84,3
158,93,3
158,105,3
158,117,3
158,136,3
158,170,3
158,178,3
158,211,3
158,229,3
159,5,3
159,8,3
159,41,3
159,107,3
160,118,3
161,2,3
161,4,3
161,6,3
161,8,3
161,10,3
161,13,3
161,17,3
161,23,3
161,27,3
161,28,3
161,37,3
161,61,3
161,67,3
161,105,3
161,107,3
161,159,3
161,231,3
161,238,3
161,239,3
162,8,3
162,35,3
162,157,3
162,159,3
163,2,3
163,8,3
163,10,3
163,13,3
163,35,3
163,64,3
163,76,3
163,152,3
164,2,3
164,5,3
164,8,3
164,18,3
164,35,3
164,64,3
164,76,3
164,103,3
165,8,3
165,27,3
165,35,3
165,42,3
165,221,3
166,2,3
166,4,3
166,7,3
166,18,3
166,64,3
166,71,3
166,105,3
166,107,3
166,112,3
166,230,3
167,5,3
167,8,3
167,18,3
167,45,3
167,60,3
167,195,3
168,23,3
168,35,3
168,41,3
168,157,3
169,5,3
169,8,3
169,15,3
169,45,3
169,60,3
169,63,3
169,64,3
170,1,3
170,2,3
170,3,3
170,5,3
170,8,3
170,15,3
170,23,3
170,28,3
170,31,3
170,35,3
170,45,3
170,63,3
170,80,3
170,83,3
170,93,3
170,103,3
170,105,3
170,118,3
170,126,3
170,133,3
170,137,3
170,159,3
171,4,3
171,8,3
171,13,3
171,16,3
171,23,3
171,27,3
171,28,3
171,45,3
171,60,3
171,64,3
171,88,3
171,108,3
171,136,3
171,137,3
171,139,3
172,2,3
172,5,3
172,45,3
172,96,3
172,105,3
172,107,3
172,188,3
173,2,3
173,3,3
173,4,3
173,5,3
173,8,3
173,13,3
173,15,3
173,24,3
173,27,3
173,28,3
173,31,3
173,35,3
173,41,3
173,45,3
173,54,3
173,64,3
173,73,3
173,79,3
173,82,3
173,85,3
173,93,3
173,105,3
173,107,3
173,108,3
173,118,3
173,124,3
173,133,3
173,137,3
173,144,3
173,157,3
173,159,3
174,40,3
174,94,3
174,107,3
174,174,3
175,4,3
175,5,3
175,8,3
175,13,3
175,27,3
175,46,3
175,47,3
176,4,3
176,44,3
177,4,3
177,5,3
177,8,3
177,30,3
177,35,3
177,45,3
177,105,3
178,5,3
178,6,3
178,8,3
178,11,3
178,15,3
178,33,3
178,36,3
178,60,3
178,64,3
178,105,3
178,137,3
178,170,3
178,182,3
179,59,3
179,86,3
179,96,3
179,144,3
180,5,3
180,8,3
180,176,3
181,17,3
181,76,3
182,8,3
182,136,3
183,2,3
183,8,3
184,2,3
184,4,3
184,5,3
184,8,3
184,18,3
184,23,3
184,27,3
184,28,3
184,30,3
184,31,3
184,35,3
184,36,3
184,41,3
184,45,3
184,54,3
184,64,3
184,65,3
184,73,3
184,80,3
184,90,3
184,96,3
184,107,3
184,110,3
184,117,3
184,127,3
184,137,3
184,159,3
184,160,3
184,170,3
184,195,3
185,2,3
185,4,3
185,5,3
185,8,3
185,12,3
185,27,3
185,30,3
185,45,3
185,63,3
185,64,3
185,65,3
185,79,3
185,101,3
185,105,3
185,107,3
186,13,3
186,27,3
187,2,3
187,3,3
187,4,3
187,5,3
187,8,3
187,9,3
187,13,3
187,15,3
187,19,3
187,23,3
187,24,3
187,45,3
187,48,3
187,55,3
187,64,3
187,83,3
187,85,3
187,93,3
187,96,3
187,107,3
187,153,3
187,169,3
188,1,3
188,2,3
188,4,3
188,5,3
188,9,3
188,11,3
188,13,3
188,15,3
188,31,3
188,33,3
188,34,3
188,45,3
188,46,3
188,59,3
188,60,3
188,93,3
188,105,3
188,109,3
188,140,3
188,156,3
188,161,3
188,176,3
188,182,3
188,204,3
189,2,3
189,5,3
189,17,3
189,18,3
189,159,3
190,2,3
190,18,3
190,23,3
190,41,3
190,45,3
190,64,3
190,157,3
191,1,3
191,2,3
191,4,3
191,16,3
191,35,3
191,64,3
191,82,3
191,174,3
192,0,3
192,1,3
192,2,3
192,3,3
192,4,3
192,5,3
192,8,3
192,9,3
192,12,3
192,15,3
192,24,3
192,30,3
192,31,3
192,35,3
192,41,3
192,42,3
192,45,3
192,48,3
192,64,3
192,85,3
192,105,3
192,123,3
192,146,3
193,2,3
193,5,3
193,8,3
193,13,3
193,15,3
193,23,3
193,30,3
193,35,3
193,45,3
193,54,3
193,62,3
193,64,3
193,69,3
193,85,3
193,101,3
193,105,3
193,159,3
194,2,3
194,4,3
194,5,3
194,8,3
194,12,3
194,13,3
194,18,3
194,27,3
194,35,3
194,45,3
194,46,3
194,58,3
194,64,3
194,67,3
194,80,3
194,81,3
194,82,3
194,93,3
194,105,3
194,107,3
194,118,3
194,123,3
194,144,3
194,157,3
194,159,3
194,176,3
194,197,3
194,198,3
194,222,3
194,234,3
195,2,3
195,4,3
195,8,3
195,11,3
195,13,3
195,23,3
195,27,3
195,32,3
195,33,3
195,35,3
195,51,3
195,53,3
195,64,3
195,74,3
195,85,3
195,93,3
195,96,3
195,105,3
195,107,3
195,137,3
195,140,3
195,159,3
195,234,3
196,2,3
196,4,3
196,5,3
196,8,3
196,15,3
196,25,3
196,27,3
196,30,3
196,35,3
196,45,3
196,53,3
196,54,3
196,64,3
196,86,3
196,105,3
196,118,3
196,139,3
196,176,3
196,177,3
196,187,3
196,192,3
196,197,3
197,2,3
197,4,3
197,5,3
197,13,3
197,15,3
197,18,3
197,35,3
197,47,3
197,60,3
197,64,3
197,86,3
197,93,3
197,96,3
197,105,3
197,118,3
197,137,3
197,233,3
197,238,3
198,2,3
198,8,3
198,13,3
198,23,3
198,27,3
198,96,3
198,105,3
198,200,3
199,8,3
199,93,3
199,105,3
200,1,3
200,2,3
200,3,3
200,4,3
200,5,3
200,8,3
200,13,3
200,24,3
200,27,3
200,34,3
200,35,3
200,41,3
200,45,3
200,60,3
200,64,3
200,76,3
200,78,3
200,82,3
200,89,3
200,96,3
200,101,3
200,107,3
200,118,3
200,133,3
200,139,3
200,148,3
200,159,3
200,190,3
200,204,3
201,2,3
201,4,3
201,5,3
201,8,3
201,11,3
201,13,3
201,35,3
201,45,3
201,64,3
201,66,3
201,93,3
201,105,3
201,130,3
201,132,3
201,189,3
201,195,3
201,201,3
201,223,3
202,1,3
202,5,3
202,8,3
202,13,3
202,15,3
202,23,3
202,27,3
202,64,3
202,73,3
202,93,3
202,96,3
202,105,3
202,118,3
202,156,3
203,4,3
203,5,3
203,8,3
203,13,3
203,30,3
203,64,3
203,70,3
203,77,3
203,89,3
203,107,3
204,2,3
204,4,3
204,5,3
204,8,3
204,13,3
204,24,3
204,30,3
204,64,3
204,105,3
204,137,3
204,174,3
204,192,3
204,202,3
205,2,3
205,3,3
205,8,3
205,11,3
205,15,3
205,18,3
205,23,3
205,24,3
205,31,3
205,33,3
205,36,3
205,45,3
205,51,3
205,56,3
205,58,3
205,64,3
205,65,3
205,74,3
205,79,3
205,85,3
205,108,3
205,118,3
205,144,3
205,185,3
206,2,3
206,3,3
206,5,3
206,8,3
206,10,3
206,18,3
206,23,3
206,35,3
206,41,3
206,46,3
206,47,3
206,58,3
206,64,3
206,67,3
206,69,3
206,86,3
206,87,3
206,93,3
206,105,3
206,107,3
206,137,3
206,147,3
206,159,3
206,216,3
207,11,3
207,13,3
207,67,3
207,124,3
207,159,3
208,0,3
208,2,3
208,4,3
208,5,3
208,8,3
208,15,3
208,27,3
208,30,3
208,45,3
208,53,3
208,61,3
208,69,3
208,167,3
208,174,3
209,2,3
209,5,3
209,8,3
209,27,3
209,64,3
209,79,3
209,85,3
209,101,3
209,105,3
209,159,3
210,1,3
210,30,3
210,38,3
210,45,3
210,64,3
210,86,3
210,96,3
210,127,3
210,139,3
210,149,3
210,169,3
210,214,3
211,1,3
211,2,3
211,5,3
211,8,3
211,10,3
211,12,3
211,15,3
211,18,3
211,25,3
211,27,3
211,33,3
211,35,3
211,36,3
211,40,3
211,41,3
211,45,3
211,64,3
211,80,3
211,89,3
211,93,3
211,96,3
211,105,3
211,107,3
211,109,3
211,129,3
211,137,3
211,139,3
211,159,3
211,167,3
211,174,3
211,176,3
212,4,3
212,5,3
212,8,3
212,27,3
213,23,3
213,30,3
213,31,3
213,64,3
213,161,3
214,30,3
214,35,3
215,5,3
215,51,3
216,1,3
216,2,3
216,4,3
216,7,3
216,8,3
216,23,3
216,27,3
216,30,3
216,45,3
216,46,3
216,51,3
216,53,3
216,64,3
216,79,3
216,96,3
216,105,3
216,118,3
216,159,3
216,234,3
217,1,3
217,2,3
217,5,3
217,8,3
217,11,3
217,13,3
217,23,3
217,31,3
217,33,3
217,45,3
217,76,3
217,105,3
217,133,3
217,159,3
217,161,3
217,176,3
217,182,3
218,2,3
218,4,3
218,5,3
218,10,3
218,13,3
218,27,3
218,35,3
218,45,3
218,54,3
218,64,3
218,65,3
218,96,3
218,105,3
218,107,3
218,109,3
218,110,3
218,132,3
218,159,3
218,201,3
218,221,3
219,2,3
219,3,3
219,4,3
219,5,3
219,8,3
219,11,3
219,27,3
219,64,3
219,73,3
220,5,3
220,8,3
220,144,3
221,2,3
221,5,3
221,8,3
221,13,3
221,15,3
221,28,3
221,35,3
221,45,3
221,64,3
221,105,3
221,197,3
222,15,3
222,27,3
222,33,3
222,107,3
223,5,3
223,8,3
223,13,3
223,27,3
223,28,3
223,31,3
223,45,3
223,47,3
223,48,3
223,52,3
223,60,3
223,61,3
223,64,3
223,85,3
223,91,3
223,105,3
223,107,3
223,118,3
223,132,3
223,137,3
223,176,3
224,4,3
224,8,3
224,35,3
225,232,3
225,236,3
226,2,3
226,8,3
226,23,3
226,27,3
226,28,3
226,31,3
226,33,3
226,34,3
226,40,3
226,83,3
226,105,3
226,107,3
226,157,3
226,161,3
226,238,3
227,2,3
227,8,3
227,35,3
227,105,3
227,132,3
228,103,3
228,118,3
229,2,3
229,4,3
229,5,3
229,8,3
229,13,3
229,27,3
229,45,3
229,53,3
229,64,3
229,107,3
229,151,3
229,189,3
230,2,3
230,4,3
230,5,3
230,8,3
230,23,3
230,27,3
230,30,3
230,35,3
230,45,3
230,54,3
230,64,3
230,67,3
230,89,3
230,93,3
230,105,3
230,107,3
230,109,3
230,118,3
230,137,3
230,176,3
230,238,3
231,4,3
231,5,3
231,8,3
231,47,3
231,54,3
231,61,3
231,64,3
231,69,3
231,105,3
231,107,3
231,137,3
231,180,3
232,13,3
232,30,3
232,35,3
232,159,3
233,2,3
233,64,3
233,90,3
233,107,3
233,225,3
235,2,3
235,4,3
235,5,3
235,8,3
235,13,3
235,30,3
235,31,3
235,33,3
235,42,3
235,64,3
235,71,3
235,83,3
235,174,3
236,0,3
236,3,3
236,5,3
236,8,3
236,12,3
236,36,3
236,47,3
236,65,3
236,90,3
236,115,3
236,118,3
236,174,3
236,192,3
237,0,3
237,3,3
237,5,3
237,8,3
237,12,3
237,36,3
237,47,3
237,65,3
237,90,3
237,115,3
237,174,3
237,192,3
238,2,3
238,12,3
239,42,3
240,4,3
240,5,3
240,8,3
240,71,3
240,174,3
240,216,3
241,13,3
241,109,3
242,2,3
242,8,3
242,16,3
242,39,3
242,74,3
242,105,3
243,23,3
243,27,3
243,174,3
244,4,3
244,5,3
244,96,3
245,8,3
245,64,3
245,79,3
246,10,3
246,105,3
247,2,3
247,8,3
247,13,3
247,15,3
247,23,3
247,79,3
247,85,3
247,137,3
247,177,3
